Track,Course,Unit Number: Lesson Name,Topic (Sub-Lesson),Question Bank,Total Attempts,Accuracy,Last Date Attempted,Days Since,Master Priority
Math Foundations,Statistics and Probability,03 Summarizing quantitative data (Khan Academy),Other measures of spread (Khan Academy),5,3,67%,4/17/2026,50.32728841,38.04%
Math Foundations,Statistics and Probability,04 Modeling data distributions (khanacademy.org),Percentiles (khanacademy.org),5,1,100%,6/7/2026,-0.5685082407,7.30%
Math Foundations,Statistics and Probability,04 Modeling data distributions (khanacademy.org),Z-scores (khanacademy.org),5,1,100%,6/7/2026,-0.9001525231,7.18%
Math Foundations,Statistics and Probability,04 Modeling data distributions (khanacademy.org),Effects of linear transformations (khanacademy.org),5,2,50%,4/17/2026,50.32728228,47.79%
Math Foundations,Statistics and Probability,04 Modeling data distributions (khanacademy.org),Density curves (khanacademy.org),5,1,100%,4/17/2026,50.32727938,25.29%
Math Foundations,Statistics and Probability,04 Modeling data distributions (khanacademy.org),Normal distributions and the empirical rule (khanacademy.org),5,0,,,99,100.00%
Math Foundations,Statistics and Probability,04 Modeling data distributions (khanacademy.org),Normal distribution calculations (khanacademy.org),5,1,0%,6/7/2026,-0.5702155093,57.30%
Math Foundations,Statistics and Probability,04 Modeling data distributions (khanacademy.org),More on normal distributions (khanacademy.org),5,2,100%,4/17/2026,50.32731024,22.79%
Math Foundations,Statistics and Probability,05 Exploring bivariate numerical data (khanacademy.org),Introduction to scatterplots (khanacademy.org),5,2,100%,6/7/2026,-0.8931836806,4.68%
Math Foundations,Statistics and Probability,05 Exploring bivariate numerical data (khanacademy.org),Correlation coefficients (khanacademy.org),5,0,,,99,100.00%
Math Foundations,Statistics and Probability,05 Exploring bivariate numerical data (khanacademy.org),Introduction to trend lines (khanacademy.org),5,0,,,99,100.00%
Math Foundations,Statistics and Probability,05 Exploring bivariate numerical data (khanacademy.org),Least-squares regression equations (khanacademy.org),5,2,100%,6/7/2026,-0.9001645486,4.68%
Math Foundations,Statistics and Probability,05 Exploring bivariate numerical data (khanacademy.org),Assessing the fit in least-squares regression (khanacademy.org),5,2,50%,4/17/2026,50.32728492,47.79%
Math Foundations,Statistics and Probability,05 Exploring bivariate numerical data (khanacademy.org),More on regression (khanacademy.org),5,0,,,99,100.00%
Math Foundations,Statistics and Probability,06 Study design (khanacademy.org),Lesson headings were not fully exposed in the live search snippet I could access. (khanacademy.org),5,2,100%,6/7/2026,-0.9001431944,4.68%
Math Foundations,Statistics and Probability,07 Probability (khanacademy.org),Basic theoretical probability (khanacademy.org),5,1,100%,4/17/2026,50.32731323,25.29%
Math Foundations,Statistics and Probability,07 Probability (khanacademy.org),Probability using sample spaces (khanacademy.org),5,2,50%,6/7/2026,-0.9001621296,29.68%
Math Foundations,Statistics and Probability,07 Probability (khanacademy.org),Basic set operations (khanacademy.org),5,0,,,99,100.00%
Math Foundations,Statistics and Probability,07 Probability (khanacademy.org),Experimental probability (khanacademy.org),5,0,,,99,100.00%
Math Foundations,Statistics and Probability,07 Probability (khanacademy.org),"Randomness, probability, and simulation (khanacademy.org)",5,0,,,99,100.00%
Math Foundations,Statistics and Probability,07 Probability (khanacademy.org),Addition rule (khanacademy.org),4,0,,,99,100.00%
Math Foundations,Statistics and Probability,07 Probability (khanacademy.org),Multiplication rule for independent events (khanacademy.org),4,0,,,99,100.00%
Math Foundations,Statistics and Probability,07 Probability (khanacademy.org),Multiplication rule for dependent events (khanacademy.org),3,0,,,99,100.00%
Math Foundations,Statistics and Probability,07 Probability (khanacademy.org),Conditional probability and independence (khanacademy.org),4,0,,,99,100.00%
Math Foundations,Statistics and Probability,"08 Counting, permutations, and combinations (khanacademy.org)",Counting principle and factorial (khanacademy.org),5,1,100%,6/7/2026,-0.9001411111,7.18%
Math Foundations,Statistics and Probability,"08 Counting, permutations, and combinations (khanacademy.org)",Permutations (khanacademy.org),5,0,,,99,100.00%
Math Foundations,Statistics and Probability,"08 Counting, permutations, and combinations (khanacademy.org)",Combinations (khanacademy.org),5,0,,,99,100.00%
Math Foundations,Statistics and Probability,"08 Counting, permutations, and combinations (khanacademy.org)",Combinatorics and probability (khanacademy.org),5,0,,,99,100.00%
Math Foundations,Statistics and Probability,09 Random variables (khanacademy.org),Discrete random variables (khanacademy.org),5,1,100%,6/7/2026,-0.8931854514,7.18%
Math Foundations,Statistics and Probability,09 Random variables (khanacademy.org),Continuous random variables (khanacademy.org),5,0,,,99,100.00%
Math Foundations,Statistics and Probability,09 Random variables (khanacademy.org),Transforming random variables (khanacademy.org),4,1,100%,4/17/2026,50.33476069,25.30%
Math Foundations,Statistics and Probability,09 Random variables (khanacademy.org),Combining random variables (khanacademy.org),5,0,,,99,100.00%
Math Foundations,Statistics and Probability,09 Random variables (khanacademy.org),Binomial random variables (khanacademy.org),5,1,100%,6/7/2026,-0.5702180787,7.30%
Math Foundations,Statistics and Probability,09 Random variables (khanacademy.org),Binomial mean and standard deviation formulas (khanacademy.org),5,0,,,99,100.00%
Math Foundations,Statistics and Probability,09 Random variables (khanacademy.org),Geometric random variables (khanacademy.org),5,0,,,99,100.00%
Math Foundations,Statistics and Probability,09 Random variables (khanacademy.org),More on expected value (khanacademy.org),4,1,100%,4/17/2026,50.33474865,25.30%
Math Foundations,Statistics and Probability,09 Random variables (khanacademy.org),Poisson distribution (Khan Academy),5,0,,,99,100.00%
Math Foundations,Statistics and Probability,10 Sampling distributions (khanacademy.org),What is a sampling distribution? (khanacademy.org),5,0,,,99,100.00%
Math Foundations,Statistics and Probability,10 Sampling distributions (khanacademy.org),Sampling distribution of a sample proportion (khanacademy.org),5,0,,,99,100.00%
Math Foundations,Statistics and Probability,10 Sampling distributions (khanacademy.org),Sampling distribution of a sample mean (khanacademy.org),5,0,,,99,100.00%
Math Foundations,Statistics and Probability,11 Confidence intervals (khanacademy.org),Introduction to confidence intervals (khanacademy.org),5,0,,,99,100.00%
Math Foundations,Statistics and Probability,11 Confidence intervals (khanacademy.org),Estimating a population proportion (khanacademy.org),5,0,,,99,100.00%
Math Foundations,Statistics and Probability,11 Confidence intervals (khanacademy.org),Estimating a population mean (khanacademy.org),5,0,,,99,100.00%
Math Foundations,Statistics and Probability,11 Confidence intervals (khanacademy.org),More confidence interval videos (khanacademy.org),4,0,,,99,100.00%
Math Foundations,Statistics and Probability,12 Significance tests (hypothesis testing) (khanacademy.khanacademy.org),The idea of significance tests (khanacademy.khanacademy.org),5,0,,,99,100.00%
Math Foundations,Statistics and Probability,12 Significance tests (hypothesis testing) (khanacademy.khanacademy.org),Error probabilities and power (khanacademy.org),4,1,100%,4/17/2026,50.32732828,25.29%
Math Foundations,Statistics and Probability,12 Significance tests (hypothesis testing) (khanacademy.khanacademy.org),Tests about a population proportion (khanacademy.org),5,0,,,99,100.00%
Math Foundations,Statistics and Probability,12 Significance tests (hypothesis testing) (khanacademy.khanacademy.org),Tests about a population mean (Khan Academy),5,0,,,99,100.00%
Math Foundations,Statistics and Probability,12 Significance tests (hypothesis testing) (khanacademy.khanacademy.org),More significance testing videos (khanacademy.org),5,0,,,99,100.00%
Math Foundations,Statistics and Probability,13 Two-sample inference for the difference between groups (httpswww.khanacademy.org),Comparing two proportions (httpswww.khanacademy.org),5,1,100%,4/17/2026,50.33475205,25.30%
Math Foundations,Statistics and Probability,13 Two-sample inference for the difference between groups (httpswww.khanacademy.org),Comparing two means (httpswww.khanacademy.org),4,0,,,99,100.00%
Math Foundations,Statistics and Probability,14 Inference for categorical data (chi-square tests) (khanacademy.org),Chi-square goodness-of-fit tests (khanacademy.org),5,0,,,99,100.00%
Math Foundations,Statistics and Probability,14 Inference for categorical data (chi-square tests) (khanacademy.org),Chi-square tests for relationships (khanacademy.org),5,1,100%,4/17/2026,50.33475547,25.30%
Math Foundations,Statistics and Probability,15 Advanced regression (inference and transforming) (khanacademy.org),Inference about slope (khanacademy.org),5,0,,,99,100.00%
Math Foundations,Statistics and Probability,15 Advanced regression (inference and transforming) (khanacademy.org),Nonlinear regression (khanacademy.org),5,0,,,99,100.00%
Math Foundations,Statistics and Probability,16 Analysis of variance (ANOVA) (khanacademy.org),Analysis of variance (ANOVA) (khanacademy.org),5,0,,,99,100.00%
Machine Learning,StatQuest ML,Decision Trees,Decision Trees,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Support Vector Machines,Maximal Margin Classifier,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Support Vector Machines,Margin and Why It Matters,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Support Vector Machines,Sensitivity of Maximal Margin Classifiers to Outliers,4,0,,,99,100.00%
Machine Learning,StatQuest ML,Support Vector Machines,Soft Margins,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Support Vector Machines,Bias-Variance Tradeoff in SVMs,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Support Vector Machines,Support Vector Classifier,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Support Vector Machines,Support Vectors,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Support Vector Machines,Linear Decision Boundaries as Hyperplanes,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Support Vector Machines,When Linear Classifiers Fail,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Support Vector Machines,Core Idea of Support Vector Machines,5,1,100%,6/7/2026,-0.901938669,7.18%
Machine Learning,StatQuest ML,Support Vector Machines,Mapping Data to Higher Dimensions,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Support Vector Machines,Finding a Support Vector Classifier in Higher Dimensions,4,0,,,99,100.00%
Machine Learning,StatQuest ML,Support Vector Machines,Kernel Functions,5,3,100%,6/7/2026,-0.9069147222,3.43%
Machine Learning,StatQuest ML,Support Vector Machines,Polynomial Kernel,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Support Vector Machines,Kernel Degree and Feature Space Complexity,5,1,0%,6/7/2026,-0.9035203819,57.18%
Machine Learning,StatQuest ML,Support Vector Machines,Using Cross-Validation to Tune Kernel Parameters,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Support Vector Machines,Radial Basis Function (RBF) Kernel,5,1,0%,6/7/2026,-0.5628234722,57.30%
Machine Learning,StatQuest ML,Support Vector Machines,RBF Kernel as Weighted Nearest Neighbors,5,2,50%,6/7/2026,-0.5628410648,29.80%
Machine Learning,StatQuest ML,Support Vector Machines,Gamma and Local Influence in the RBF Kernel,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Support Vector Machines,Distance-Based Similarity in the RBF Kernel,5,2,100%,6/7/2026,-0.576297338,4.80%
Machine Learning,StatQuest ML,Support Vector Machines,The Kernel Trick,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Support Vector Machines,High-Dimensional Relationships Without Explicit Transformation,4,1,100%,6/7/2026,-0.5628384028,7.30%
Machine Learning,StatQuest ML,Support Vector Machines,Why Kernels Make SVMs Computationally Feasible,5,2,100%,6/7/2026,-0.8058043519,4.72%
Machine Learning,StatQuest ML,Support Vector Machines,How Polynomial Kernels Implicitly Create New Features,4,0,,,99,100.00%
Machine Learning,StatQuest ML,Support Vector Machines,How RBF Kernels Correspond to Infinite-Dimensional Feature Spaces,4,0,,,99,100.00%
Machine Learning,StatQuest ML,Support Vector Machines,Support Vector Machines for Nonlinear Classification,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Decision Trees,Classification Trees vs. Regression Trees,5,1,100%,6/7/2026,-0.9019408912,7.18%
Machine Learning,StatQuest ML,Decision Trees,"Root Nodes, Internal Nodes, and Leaf Nodes",5,0,,,99,100.00%
Machine Learning,StatQuest ML,Decision Trees,How Classification Trees Make Decisions,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Decision Trees,Gini Impurity,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Decision Trees,Weighted Gini Impurity for Splits,5,1,100%,6/7/2026,-0.56284375,7.30%
Machine Learning,StatQuest ML,Decision Trees,Choosing the Best Split in a Classification Tree,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Decision Trees,Handling Numeric Features in Decision Trees,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Decision Trees,Threshold Selection for Continuous Variables,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Decision Trees,Recursive Tree Growth,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Decision Trees,Leaf Output as Majority Class,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Decision Trees,Overfitting in Decision Trees,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Decision Trees,Limiting Tree Growth,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Decision Trees,Pruning in Decision Trees,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Decision Trees,Automatic Feature Selection in Trees,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Decision Trees,Missing Data Strategies for Trees,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Decision Trees,Regression Trees,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Decision Trees,Leaves as Numeric Predictions,5,1,100%,6/7/2026,-0.9069093866,7.18%
Machine Learning,StatQuest ML,Decision Trees,Regression Tree Predictions as Leaf Averages,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Decision Trees,Sum of Squared Residuals for Split Selection,5,1,100%,6/7/2026,-0.9035124769,7.18%
Machine Learning,StatQuest ML,Decision Trees,Choosing the Best Split in a Regression Tree,5,1,100%,6/7/2026,-0.9069168634,7.18%
Machine Learning,StatQuest ML,Decision Trees,Building Regression Trees with Multiple Predictors,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Decision Trees,Bias-Variance Tradeoff in Regression Trees,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Decision Trees,Minimum Samples per Leaf / Node,5,1,100%,6/7/2026,-0.8057771296,7.22%
Machine Learning,StatQuest ML,Decision Trees,Cost Complexity Pruning,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Decision Trees,Tree Complexity Penalty,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Decision Trees,Alpha as the Pruning Hyperparameter,5,2,100%,6/7/2026,-0.9035232755,4.68%
Machine Learning,StatQuest ML,Decision Trees,Using Cross-Validation to Choose Alpha,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Decision Trees,Selecting the Final Pruned Tree,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Gradient Boost,Gradient Boosting for Regression,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Gradient Boost,Gradient Boosting vs. AdaBoost,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Gradient Boost,Initial Prediction in Gradient Boosting,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Gradient Boost,Pseudo-Residuals,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Gradient Boost,Fitting Trees to Residuals,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Gradient Boost,Learning Rate in Gradient Boosting,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Gradient Boost,Why Gradient Boost Takes Small Steps,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Gradient Boost,Sequential Error Correction in Boosting,4,0,,,99,100.00%
Machine Learning,StatQuest ML,Gradient Boost,Final Prediction as Sum of Trees,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Gradient Boost,Loss Function for Gradient Boost Regression,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Gradient Boost,Why Squared Error Works for Gradient Boosting,4,0,,,99,100.00%
Machine Learning,StatQuest ML,Gradient Boost,Why the Gradient Equals the Negative Residual,4,0,,,99,100.00%
Machine Learning,StatQuest ML,Gradient Boost,Gradient Boost Algorithm Steps,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Gradient Boost,Initializing with a Constant Value,4,0,,,99,100.00%
Machine Learning,StatQuest ML,Gradient Boost,Building Trees Iteratively,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Gradient Boost,Optimizing Leaf Output Values,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Gradient Boost,Updating Predictions After Each Tree,4,0,,,99,100.00%
Machine Learning,StatQuest ML,Gradient Boost,Gradient in Gradient Boosting,4,0,,,99,100.00%
Machine Learning,StatQuest ML,Gradient Boost,Gradient Boosting for Classification,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Gradient Boost,Initial Log-Odds Prediction,5,1,100%,6/7/2026,-0.9019431481,7.18%
Machine Learning,StatQuest ML,Gradient Boost,Converting Log-Odds to Probability,10,0,,,99,100.00%
Machine Learning,StatQuest ML,Gradient Boost,Classification Residuals in Gradient Boosting,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Gradient Boost,Trees for Classification Residuals,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Gradient Boost,Leaf Output Transformation for Classification,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Gradient Boost,Updating Log-Odds with New Trees,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Gradient Boost,Logistic Function in Gradient Boost Classification,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Gradient Boost,Final Classification from Predicted Probability,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Gradient Boost,Negative Log-Likelihood Loss,5,2,100%,6/7/2026,-0.9019452778,4.68%
Machine Learning,StatQuest ML,Gradient Boost,Why Gradient Boost Uses Differentiable Loss Functions,4,0,,,99,100.00%
Machine Learning,StatQuest ML,Gradient Boost,First and Second Derivatives in Gradient Boost Classification,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Gradient Boost,Newton-Style Leaf Updates in Classification Boosting,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Gradient Boost,Regression vs. Classification Gradient Boosting,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Gradient Boost,Shrinkage via Learning Rate,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Gradient Boost,Ensemble Prediction as Additive Modeling,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Xgboost,XGBoost for Regression,5,2,100%,4/14/2026,53.96140684,24.08%
Machine Learning,StatQuest ML,Xgboost,XGBoost vs. Gradient Boosting,10,1,100%,4/17/2026,50.3357722,25.30%
Machine Learning,StatQuest ML,Xgboost,Initial Prediction in XGBoost,10,1,0%,4/17/2026,50.33576602,75.30%
Machine Learning,StatQuest ML,Xgboost,XGBoost Trees,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Xgboost,Residuals in XGBoost,10,0,,,99,100.00%
Machine Learning,StatQuest ML,Xgboost,Similarity Score,10,3,100%,4/14/2026,53.96148336,22.83%
Machine Learning,StatQuest ML,Xgboost,Gain in XGBoost,10,2,100%,4/14/2026,53.96143775,24.08%
Machine Learning,StatQuest ML,Xgboost,Choosing Splits with Gain,10,3,100%,4/14/2026,53.9614023,22.83%
Machine Learning,StatQuest ML,Xgboost,Tree Depth Constraints in XGBoost,10,1,100%,4/17/2026,50.3357694,25.30%
Machine Learning,StatQuest ML,Xgboost,Pruning with Gamma,9,2,100%,4/14/2026,53.96144794,24.08%
Machine Learning,StatQuest ML,Xgboost,Regularization with Lambda,5,1,100%,4/17/2026,50.33577602,25.30%
Machine Learning,StatQuest ML,Xgboost,How Lambda Shrinks Similarity Scores,5,3,100%,4/14/2026,53.96140973,22.83%
Machine Learning,StatQuest ML,Xgboost,How Lambda Shrinks Leaf Output Values,10,0,,,99,100.00%
Machine Learning,StatQuest ML,Xgboost,Output Values for XGBoost Leaves,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Xgboost,Learning Rate in XGBoost,4,3,100%,4/14/2026,53.96146133,22.83%
Machine Learning,StatQuest ML,Xgboost,Updating Predictions in XGBoost,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Xgboost,Sequential Residual Correction in XGBoost,5,4,100%,4/14/2026,53.96142006,22.08%
Machine Learning,StatQuest ML,Xgboost,Cover in XGBoost,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Xgboost,Minimum Child Weight,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Xgboost,XGBoost for Classification,10,0,,,99,100.00%
Machine Learning,StatQuest ML,Xgboost,Initial Probability Prediction in Classification,10,0,,,99,100.00%
Machine Learning,StatQuest ML,Xgboost,Classification Residuals in XGBoost,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Xgboost,Similarity Score for Classification Trees,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Xgboost,Gain for Classification Splits,5,1,100%,4/17/2026,50.33577765,25.30%
Machine Learning,StatQuest ML,Xgboost,Cover as a Constraint in Classification Trees,5,4,100%,4/14/2026,53.96142584,22.08%
Machine Learning,StatQuest ML,Xgboost,Leaf Output Formula for Classification,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Xgboost,Converting Log-Odds to Probability,10,0,,,99,100.00%
Machine Learning,StatQuest ML,Xgboost,Logistic Function in XGBoost Classification,4,0,,,99,100.00%
Machine Learning,StatQuest ML,Xgboost,Gamma as Tree Complexity Control,4,4,75%,4/14/2026,53.96138863,34.58%
Machine Learning,StatQuest ML,Xgboost,Lambda as Observation-Sensitivity Control,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Xgboost,Regression vs. Classification in XGBoost,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Xgboost,Additive Tree-Based Prediction in XGBoost,5,0,,,99,100.00%
Machine Learning,StatQuest ML,Xgboost,Regularization and Pruning in XGBoost Trees,5,0,,,99,100.00%
Math Foundations,Trigonometry,01 Right triangles & trigonometry,Modeling with right triangles,5,1,100%,4/19/2026,48.27483792,24.57%
Math Foundations,Trigonometry,01 Right triangles & trigonometry,Introduction to the trigonometric ratios,5,2,100%,4/19/2026,48.27485381,22.07%
Math Foundations,Trigonometry,01 Right triangles & trigonometry,Solving for a side in a right triangle,5,2,100%,6/7/2026,-0.8987476273,4.68%
Math Foundations,Trigonometry,01 Right triangles & trigonometry,Solving for an angle in a right triangle,5,1,100%,4/19/2026,48.27485741,24.57%
Math Foundations,Trigonometry,01 Right triangles & trigonometry,Sine and cosine of complementary angles,5,2,100%,4/19/2026,48.27484045,22.07%
Math Foundations,Trigonometry,01 Right triangles & trigonometry,"The reciprocal trigonometric ratios (Cosecant, Secant, Cotangent)",5,1,100%,6/7/2026,-0.8987314815,7.18%
Math Foundations,Trigonometry,02 Trigonometric functions,"Trig values of special angles (π/6,π/4,π/3)",5,1,0%,6/7/2026,-0.8987517593,57.18%
Math Foundations,Trigonometry,02 Trigonometric functions,"Amplitude, midline, and period of sinusoidal functions",4,1,100%,6/7/2026,-0.5702086343,7.30%
Math Foundations,Trigonometry,02 Trigonometric functions,Transforming and graphing sinusoidal functions,5,0,,,99,100.00%
Math Foundations,Trigonometry,02 Trigonometric functions,Modeling with sinusoidal functions (including phase shift),5,1,100%,4/19/2026,48.42616028,24.62%
Math Foundations,Trigonometry,02 Trigonometric functions,Unit circle introduction,5,1,100%,6/7/2026,-0.8987117245,7.18%
Math Foundations,Trigonometry,02 Trigonometric functions,Radians & Degrees,5,1,100%,4/19/2026,48.42617073,24.62%
Math Foundations,Trigonometry,02 Trigonometric functions,The Pythagorean identity,5,1,100%,6/7/2026,-0.898712963,7.18%
Math Foundations,Trigonometry,02 Trigonometric functions,"Graphs of sin(x),cos(x), and tan(x)",5,0,,,99,100.00%
Math Foundations,Trigonometry,03 Non-right triangles & trigonometry,Law of sines,5,1,100%,4/19/2026,48.42616693,24.62%
Math Foundations,Trigonometry,03 Non-right triangles & trigonometry,Law of cosines,3,1,100%,6/7/2026,-0.8987272106,7.18%
Math Foundations,Trigonometry,03 Non-right triangles & trigonometry,Solving general triangles and word problems,5,0,,,99,100.00%
Math Foundations,Trigonometry,04 Trigonometric equations and identities,Inverse trigonometric functions,5,1,0%,6/7/2026,-0.8987358796,57.18%
Math Foundations,Trigonometry,04 Trigonometric equations and identities,Solving sinusoidal equations,5,1,100%,4/19/2026,48.42616363,24.62%
Math Foundations,Trigonometry,04 Trigonometric equations and identities,Trigonometric angle addition identities,4,1,0%,6/7/2026,-0.8987294097,57.18%
Math Foundations,Trigonometry,04 Trigonometric equations and identities,Using trigonometric identities to solve problems,5,1,100%,6/7/2026,-0.8987496528,7.18%